"temperature","num_people","is_weekend","is_start_of_semester","is_during_semester","day_of_wk","month","hour_of_day","lag_1_day","lag_1_week","public_holiday"
71.76,0,"0","0","0","Friday","August","0",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","0",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","1",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","1",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","2",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","2",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","3",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","3",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","4",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","4",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","5",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","5",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","6",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","6",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","7",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","7",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","8",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","8",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","9",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","9",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","10",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","10",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","11",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","11",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","12",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","12",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","13",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","13",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","14",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","14",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","15",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","15",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","16",0,0,"FALSE"
71.76,0,"0","0","0","Friday","August","16",0,0,"FALSE"
71.76,40.6666666666667,"0","0","0","Friday","August","17",0,0,"FALSE"
71.76,44.5,"0","0","0","Friday","August","17",0,0,"FALSE"
72.15,47.3333333333333,"0","0","0","Friday","August","18",0,0,"FALSE"
72.15,48.5,"0","0","0","Friday","August","18",0,0,"FALSE"
69.97,40.6666666666667,"0","0","0","Friday","August","19",0,0,"FALSE"
69.97,38.5,"0","0","0","Friday","August","19",0,0,"FALSE"
68.8,37.6666666666667,"0","0","0","Friday","August","20",0,0,"FALSE"
68.8,44,"0","0","0","Friday","August","20",0,0,"FALSE"
68.04,44.6666666666667,"0","0","0","Friday","August","21",0,0,"FALSE"
68.04,45,"0","0","0","Friday","August","21",0,0,"FALSE"
67.55,40,"0","0","0","Friday","August","22",0,0,"FALSE"
67.55,35,"0","0","0","Friday","August","22",0,0,"FALSE"
67,8.33333333333333,"0","0","0","Friday","August","23",0,0,"FALSE"
67,0,"0","0","0","Friday","August","23",0,0,"FALSE"
66.76,0.333333333333333,"1","0","0","Saturday","August","0",0,0,"FALSE"
66.76,0,"1","0","0","Saturday","August","0",0,0,"FALSE"
66.32,0,"1","0","0","Saturday","August","1",0,0,"FALSE"
65.695,0,"1","0","0","Saturday","August","1",0,0,"FALSE"
65.695,0,"1","0","0","Saturday","August","2",0,0,"FALSE"
65.695,0,"1","0","0","Saturday","August","2",0,0,"FALSE"
65.695,0,"1","0","0","Saturday","August","3",0,0,"FALSE"
65.695,0,"1","0","0","Saturday","August","3",0,0,"FALSE"
65.695,0,"1","0","0","Saturday","August","4",0,0,"FALSE"
65.695,0,"1","0","0","Saturday","August","4",0,0,"FALSE"
65.07,0.5,"1","0","0","Saturday","August","5",0,0,"FALSE"
65.07,0.5,"1","0","0","Saturday","August","5",0,0,"FALSE"
65.32,0.333333333333333,"1","0","0","Saturday","August","6",0,0,"FALSE"
65.32,0,"1","0","0","Saturday","August","6",0,0,"FALSE"
66.8,0,"1","0","0","Saturday","August","7",0,0,"FALSE"
66.8,2.5,"1","0","0","Saturday","August","7",0,0,"FALSE"
67.8,14.3333333333333,"1","0","0","Saturday","August","8",0,0,"FALSE"
67.8,19.5,"1","0","0","Saturday","August","8",0,0,"FALSE"
69.55,24,"1","0","0","Saturday","August","9",0,0,"FALSE"
69.55,25.5,"1","0","0","Saturday","August","9",0,0,"FALSE"
70.36,28,"1","0","0","Saturday","August","10",0,0,"FALSE"
70.36,32.5,"1","0","0","Saturday","August","10",0,0,"FALSE"
72.84,34,"1","0","0","Saturday","August","11",0,0,"FALSE"
72.84,26.5,"1","0","0","Saturday","August","11",0,0,"FALSE"
76.95,37,"1","0","0","Saturday","August","12",0,0,"FALSE"
76.95,32,"1","0","0","Saturday","August","12",0,0,"FALSE"
80.16,30,"1","0","0","Saturday","August","13",0,0,"FALSE"
80.16,26,"1","0","0","Saturday","August","13",0,0,"FALSE"
79.98,26,"1","0","0","Saturday","August","14",0,0,"FALSE"
79.98,28,"1","0","0","Saturday","August","14",0,0,"FALSE"
78.79,29.6666666666667,"1","0","0","Saturday","August","15",0,0,"FALSE"
78.79,34,"1","0","0","Saturday","August","15",0,0,"FALSE"
78.51,27,"1","0","0","Saturday","August","16",0,0,"FALSE"
78.51,30.5,"1","0","0","Saturday","August","16",0,0,"FALSE"
77.32,32,"1","0","0","Saturday","August","17",40.6666666666667,0,"FALSE"
77.32,41.5,"1","0","0","Saturday","August","17",44.5,0,"FALSE"
75.62,39,"1","0","0","Saturday","August","18",47.3333333333333,0,"FALSE"
75.62,30.5,"1","0","0","Saturday","August","18",48.5,0,"FALSE"
73.61,27,"1","0","0","Saturday","August","19",40.6666666666667,0,"FALSE"
73.61,28.5,"1","0","0","Saturday","August","19",38.5,0,"FALSE"
71.49,29.6666666666667,"1","0","0","Saturday","August","20",37.6666666666667,0,"FALSE"
71.49,30.5,"1","0","0","Saturday","August","20",44,0,"FALSE"
69.48,26.6666666666667,"1","0","0","Saturday","August","21",44.6666666666667,0,"FALSE"
69.48,23,"1","0","0","Saturday","August","21",45,0,"FALSE"
67.75,24.3333333333333,"1","0","0","Saturday","August","22",40,0,"FALSE"
67.75,19,"1","0","0","Saturday","August","22",35,0,"FALSE"
66.53,7.66666666666667,"1","0","0","Saturday","August","23",8.33333333333333,0,"FALSE"
66.53,0,"1","0","0","Saturday","August","23",0,0,"FALSE"
65.77,0,"1","0","0","Sunday","August","0",0.333333333333333,0,"FALSE"
65.77,0,"1","0","0","Sunday","August","0",0,0,"FALSE"
65.69,0,"1","0","0","Sunday","August","1",0,0,"FALSE"
65.205,0,"1","0","0","Sunday","August","1",0,0,"FALSE"
65.205,0,"1","0","0","Sunday","August","2",0,0,"FALSE"
65.205,0,"1","0","0","Sunday","August","2",0,0,"FALSE"
65.205,0,"1","0","0","Sunday","August","3",0,0,"FALSE"
65.205,0,"1","0","0","Sunday","August","3",0,0,"FALSE"
65.205,0,"1","0","0","Sunday","August","4",0,0,"FALSE"
65.205,0,"1","0","0","Sunday","August","4",0,0,"FALSE"
64.72,0,"1","0","0","Sunday","August","5",0.5,0,"FALSE"
64.72,0,"1","0","0","Sunday","August","5",0.5,0,"FALSE"
65.2,0,"1","0","0","Sunday","August","6",0.333333333333333,0,"FALSE"
65.2,0,"1","0","0","Sunday","August","6",0,0,"FALSE"
66.91,0.333333333333333,"1","0","0","Sunday","August","7",0,0,"FALSE"
66.91,2,"1","0","0","Sunday","August","7",2.5,0,"FALSE"
69.39,11,"1","0","0","Sunday","August","8",14.3333333333333,0,"FALSE"
69.39,13.5,"1","0","0","Sunday","August","8",19.5,0,"FALSE"
72.14,16.6666666666667,"1","0","0","Sunday","August","9",24,0,"FALSE"
72.14,17,"1","0","0","Sunday","August","9",25.5,0,"FALSE"
74.51,25,"1","0","0","Sunday","August","10",28,0,"FALSE"
74.51,22.5,"1","0","0","Sunday","August","10",32.5,0,"FALSE"
77.42,20.6666666666667,"1","0","0","Sunday","August","11",34,0,"FALSE"
77.42,26.5,"1","0","0","Sunday","August","11",26.5,0,"FALSE"
78.94,23.6666666666667,"1","0","0","Sunday","August","12",37,0,"FALSE"
78.94,26.5,"1","0","0","Sunday","August","12",32,0,"FALSE"
79.2,23.6666666666667,"1","0","0","Sunday","August","13",30,0,"FALSE"
79.2,25,"1","0","0","Sunday","August","13",26,0,"FALSE"
81.17,19,"1","0","0","Sunday","August","14",26,0,"FALSE"
81.17,21,"1","0","0","Sunday","August","14",28,0,"FALSE"
80.61,25.6666666666667,"1","0","0","Sunday","August","15",29.6666666666667,0,"FALSE"
80.61,29.5,"1","0","0","Sunday","August","15",34,0,"FALSE"
79.85,26.6666666666667,"1","0","0","Sunday","August","16",27,0,"FALSE"
79.85,27.5,"1","0","0","Sunday","August","16",30.5,0,"FALSE"
78.79,33.6666666666667,"1","0","0","Sunday","August","17",32,0,"FALSE"
78.79,34.5,"1","0","0","Sunday","August","17",41.5,0,"FALSE"
76.75,33.6666666666667,"1","0","0","Sunday","August","18",39,0,"FALSE"
76.75,30,"1","0","0","Sunday","August","18",30.5,0,"FALSE"
74.36,39.3333333333333,"1","0","0","Sunday","August","19",27,0,"FALSE"
74.36,40,"1","0","0","Sunday","August","19",28.5,0,"FALSE"
71.6,34.6666666666667,"1","0","0","Sunday","August","20",29.6666666666667,0,"FALSE"
71.6,32,"1","0","0","Sunday","August","20",30.5,0,"FALSE"
70.65,30,"1","0","0","Sunday","August","21",26.6666666666667,0,"FALSE"
70.65,28.5,"1","0","0","Sunday","August","21",23,0,"FALSE"
68.85,35.6666666666667,"1","0","0","Sunday","August","22",24.3333333333333,0,"FALSE"
68.85,27.5,"1","0","0","Sunday","August","22",19,0,"FALSE"
67.93,20,"1","0","0","Sunday","August","23",7.66666666666667,0,"FALSE"
67.93,20.5,"1","0","0","Sunday","August","23",0,0,"FALSE"
65.76,16,"0","0","0","Monday","August","0",0,0,"FALSE"
65.76,10,"0","0","0","Monday","August","0",0,0,"FALSE"
64.97,6,"0","0","0","Monday","August","1",0,0,"FALSE"
64.35,0,"0","0","0","Monday","August","1",0,0,"FALSE"
64.35,0,"0","0","0","Monday","August","2",0,0,"FALSE"
64.35,0,"0","0","0","Monday","August","2",0,0,"FALSE"
64.35,0,"0","0","0","Monday","August","3",0,0,"FALSE"
64.35,0,"0","0","0","Monday","August","3",0,0,"FALSE"
64.35,0,"0","0","0","Monday","August","4",0,0,"FALSE"
64.35,0,"0","0","0","Monday","August","4",0,0,"FALSE"
63.73,2,"0","0","0","Monday","August","5",0,0,"FALSE"
63.73,2,"0","0","0","Monday","August","5",0,0,"FALSE"
63.42,11.3333333333333,"0","0","0","Monday","August","6",0,0,"FALSE"
63.42,15.5,"0","0","0","Monday","August","6",0,0,"FALSE"
64.69,24,"0","0","0","Monday","August","7",0.333333333333333,0,"FALSE"
64.69,22,"0","0","0","Monday","August","7",2,0,"FALSE"
65.53,28.3333333333333,"0","0","0","Monday","August","8",11,0,"FALSE"
65.53,27.5,"0","0","0","Monday","August","8",13.5,0,"FALSE"
66.71,31.3333333333333,"0","0","0","Monday","August","9",16.6666666666667,0,"FALSE"
66.71,36.5,"0","0","0","Monday","August","9",17,0,"FALSE"
67.83,35,"0","0","0","Monday","August","10",25,0,"FALSE"
67.83,33,"0","0","0","Monday","August","10",22.5,0,"FALSE"
67.81,31,"0","0","0","Monday","August","11",20.6666666666667,0,"FALSE"
67.81,31.5,"0","0","0","Monday","August","11",26.5,0,"FALSE"
68.76,29,"0","0","0","Monday","August","12",23.6666666666667,0,"FALSE"
68.76,26.5,"0","0","0","Monday","August","12",26.5,0,"FALSE"
70.75,31.6666666666667,"0","0","0","Monday","August","13",23.6666666666667,0,"FALSE"
70.75,29,"0","0","0","Monday","August","13",25,0,"FALSE"
70.18,25,"0","0","0","Monday","August","14",19,0,"FALSE"
70.18,32,"0","0","0","Monday","August","14",21,0,"FALSE"
69.65,36.6666666666667,"0","0","0","Monday","August","15",25.6666666666667,0,"FALSE"
69.65,45.5,"0","0","0","Monday","August","15",29.5,0,"FALSE"
67.99,45.6666666666667,"0","0","0","Monday","August","16",26.6666666666667,0,"FALSE"
67.99,46,"0","0","0","Monday","August","16",27.5,0,"FALSE"
67.04,56.6666666666667,"0","0","0","Monday","August","17",33.6666666666667,0,"FALSE"
67.04,54,"0","0","0","Monday","August","17",34.5,0,"FALSE"
64.26,63.6666666666667,"0","0","0","Monday","August","18",33.6666666666667,0,"FALSE"
64.26,71.5,"0","0","0","Monday","August","18",30,0,"FALSE"
63.04,65.6666666666667,"0","0","0","Monday","August","19",39.3333333333333,0,"FALSE"
63.04,61.5,"0","0","0","Monday","August","19",40,0,"FALSE"
62,49.3333333333333,"0","0","0","Monday","August","20",34.6666666666667,0,"FALSE"
62,59,"0","0","0","Monday","August","20",32,0,"FALSE"
62,56,"0","0","0","Monday","August","21",30,0,"FALSE"
62,48,"0","0","0","Monday","August","21",28.5,0,"FALSE"
62,43.3333333333333,"0","0","0","Monday","August","22",35.6666666666667,0,"FALSE"
62,33,"0","0","0","Monday","August","22",27.5,0,"FALSE"
62,27.6666666666667,"0","0","0","Monday","August","23",20,0,"FALSE"
62,25.5,"0","0","0","Monday","August","23",20.5,0,"FALSE"
62,18,"0","0","0","Tuesday","August","0",16,0,"FALSE"
62,16.5,"0","0","0","Tuesday","August","0",10,0,"FALSE"
61.8,12,"0","0","0","Tuesday","August","1",6,0,"FALSE"
61.765,0,"0","0","0","Tuesday","August","1",0,0,"FALSE"
61.765,0,"0","0","0","Tuesday","August","2",0,0,"FALSE"
61.765,0,"0","0","0","Tuesday","August","2",0,0,"FALSE"
61.765,0,"0","0","0","Tuesday","August","3",0,0,"FALSE"
61.765,0,"0","0","0","Tuesday","August","3",0,0,"FALSE"
61.765,0,"0","0","0","Tuesday","August","4",0,0,"FALSE"
61.765,0,"0","0","0","Tuesday","August","4",0,0,"FALSE"
61.73,0,"0","0","0","Tuesday","August","5",2,0,"FALSE"
61.73,0,"0","0","0","Tuesday","August","5",2,0,"FALSE"
61.73,6.33333333333333,"0","0","0","Tuesday","August","6",11.3333333333333,0,"FALSE"
61.73,8.5,"0","0","0","Tuesday","August","6",15.5,0,"FALSE"
61.73,17,"0","0","0","Tuesday","August","7",24,0,"FALSE"
61.73,20.5,"0","0","0","Tuesday","August","7",22,0,"FALSE"
62.01,31.6666666666667,"0","0","0","Tuesday","August","8",28.3333333333333,0,"FALSE"
62.01,37,"0","0","0","Tuesday","August","8",27.5,0,"FALSE"
63.47,34.3333333333333,"0","0","0","Tuesday","August","9",31.3333333333333,0,"FALSE"
63.47,23.5,"0","0","0","Tuesday","August","9",36.5,0,"FALSE"
64.96,42.3333333333333,"0","0","0","Tuesday","August","10",35,0,"FALSE"
64.96,34.5,"0","0","0","Tuesday","August","10",33,0,"FALSE"
66.18,30.3333333333333,"0","0","0","Tuesday","August","11",31,0,"FALSE"
66.18,24,"0","0","0","Tuesday","August","11",31.5,0,"FALSE"
66.18,29.3333333333333,"0","0","0","Tuesday","August","12",29,0,"FALSE"
66.18,27,"0","0","0","Tuesday","August","12",26.5,0,"FALSE"
67.41,33,"0","0","0","Tuesday","August","13",31.6666666666667,0,"FALSE"
67.41,27.5,"0","0","0","Tuesday","August","13",29,0,"FALSE"
67.69,33,"0","0","0","Tuesday","August","14",25,0,"FALSE"
67.69,38,"0","0","0","Tuesday","August","14",32,0,"FALSE"
67.21,35.6666666666667,"0","0","0","Tuesday","August","15",36.6666666666667,0,"FALSE"
67.21,34.5,"0","0","0","Tuesday","August","15",45.5,0,"FALSE"
66.68,37.25,"0","0","0","Tuesday","August","16",45.6666666666667,0,"FALSE"
66.68,39,"0","0","0","Tuesday","August","16",46,0,"FALSE"
65.96,53,"0","0","0","Tuesday","August","17",56.6666666666667,0,"FALSE"
65.96,57,"0","0","0","Tuesday","August","17",54,0,"FALSE"
65.22,60,"0","0","0","Tuesday","August","18",63.6666666666667,0,"FALSE"
65.22,71.5,"0","0","0","Tuesday","August","18",71.5,0,"FALSE"
64,61.3333333333333,"0","0","0","Tuesday","August","19",65.6666666666667,0,"FALSE"
64,59,"0","0","0","Tuesday","August","19",61.5,0,"FALSE"
63.73,55.3333333333333,"0","0","0","Tuesday","August","20",49.3333333333333,0,"FALSE"
63.73,43.5,"0","0","0","Tuesday","August","20",59,0,"FALSE"
63.73,39,"0","0","0","Tuesday","August","21",56,0,"FALSE"
63.73,47,"0","0","0","Tuesday","August","21",48,0,"FALSE"
63.2,41,"0","0","0","Tuesday","August","22",43.3333333333333,0,"FALSE"
63.2,38,"0","0","0","Tuesday","August","22",33,0,"FALSE"
63,34,"0","0","0","Tuesday","August","23",27.6666666666667,0,"FALSE"
63,27,"0","0","0","Tuesday","August","23",25.5,0,"FALSE"
63,17.3333333333333,"0","0","0","Wednesday","August","0",18,0,"FALSE"
63,9.5,"0","0","0","Wednesday","August","0",16.5,0,"FALSE"
62.73,6,"0","0","0","Wednesday","August","1",12,0,"FALSE"
62.865,0,"0","0","0","Wednesday","August","1",0,0,"FALSE"
62.865,0,"0","0","0","Wednesday","August","2",0,0,"FALSE"
62.865,0,"0","0","0","Wednesday","August","2",0,0,"FALSE"
62.865,0,"0","0","0","Wednesday","August","3",0,0,"FALSE"
62.865,0,"0","0","0","Wednesday","August","3",0,0,"FALSE"
62.865,0,"0","0","0","Wednesday","August","4",0,0,"FALSE"
62.865,0,"0","0","0","Wednesday","August","4",0,0,"FALSE"
63,3,"0","0","0","Wednesday","August","5",0,0,"FALSE"
63,5.5,"0","0","0","Wednesday","August","5",0,0,"FALSE"
63,10.6666666666667,"0","0","0","Wednesday","August","6",6.33333333333333,0,"FALSE"
63,10.5,"0","0","0","Wednesday","August","6",8.5,0,"FALSE"
63.01,21.6666666666667,"0","0","0","Wednesday","August","7",17,0,"FALSE"
63.01,20.5,"0","0","0","Wednesday","August","7",20.5,0,"FALSE"
62.96,33,"0","0","0","Wednesday","August","8",31.6666666666667,0,"FALSE"
62.96,28,"0","0","0","Wednesday","August","8",37,0,"FALSE"
63,29,"0","0","0","Wednesday","August","9",34.3333333333333,0,"FALSE"
63,23.5,"0","0","0","Wednesday","August","9",23.5,0,"FALSE"
63.2,31.3333333333333,"0","0","0","Wednesday","August","10",42.3333333333333,0,"FALSE"
63.2,38.5,"0","0","0","Wednesday","August","10",34.5,0,"FALSE"
63.93,37.3333333333333,"0","0","0","Wednesday","August","11",30.3333333333333,0,"FALSE"
63.93,34.5,"0","0","0","Wednesday","August","11",24,0,"FALSE"
64.66,39,"0","0","0","Wednesday","August","12",29.3333333333333,0,"FALSE"
64.66,31,"0","0","0","Wednesday","August","12",27,0,"FALSE"
65.95,33,"0","0","0","Wednesday","August","13",33,0,"FALSE"
65.95,32,"0","0","0","Wednesday","August","13",27.5,0,"FALSE"
66.15,28.3333333333333,"0","0","0","Wednesday","August","14",33,0,"FALSE"
66.15,30,"0","0","0","Wednesday","August","14",38,0,"FALSE"
66.87,33,"0","0","0","Wednesday","August","15",35.6666666666667,0,"FALSE"
66.87,42.5,"0","0","0","Wednesday","August","15",34.5,0,"FALSE"
66.66,40.6666666666667,"0","0","0","Wednesday","August","16",37.25,0,"FALSE"
66.66,55,"0","0","0","Wednesday","August","16",39,0,"FALSE"
66.45,65.6666666666667,"0","0","0","Wednesday","August","17",53,0,"FALSE"
66.45,60.5,"0","0","0","Wednesday","August","17",57,0,"FALSE"
65.73,58.3333333333333,"0","0","0","Wednesday","August","18",60,0,"FALSE"
65.73,54,"0","0","0","Wednesday","August","18",71.5,0,"FALSE"
64.64,52.6666666666667,"0","0","0","Wednesday","August","19",61.3333333333333,0,"FALSE"
64.64,60.5,"0","0","0","Wednesday","August","19",59,0,"FALSE"
64.73,44,"0","0","0","Wednesday","August","20",55.3333333333333,0,"FALSE"
64.73,59,"0","0","0","Wednesday","August","20",43.5,0,"FALSE"
64.73,53.6666666666667,"0","0","0","Wednesday","August","21",39,0,"FALSE"
64.73,50,"0","0","0","Wednesday","August","21",47,0,"FALSE"
64.2,43,"0","0","0","Wednesday","August","22",41,0,"FALSE"
64.2,46,"0","0","0","Wednesday","August","22",38,0,"FALSE"
64.49,29.6666666666667,"0","0","0","Wednesday","August","23",34,0,"FALSE"
64.49,29.5,"0","0","0","Wednesday","August","23",27,0,"FALSE"
64.28,15,"0","0","0","Thursday","August","0",17.3333333333333,0,"FALSE"
64.28,7,"0","0","0","Thursday","August","0",9.5,0,"FALSE"
63.76,6,"0","0","0","Thursday","August","1",6,0,"FALSE"
62.88,0,"0","0","0","Thursday","August","1",0,0,"FALSE"
62.88,0,"0","0","0","Thursday","August","2",0,0,"FALSE"
62.88,0,"0","0","0","Thursday","August","2",0,0,"FALSE"
62.88,0,"0","0","0","Thursday","August","3",0,0,"FALSE"
62.88,0,"0","0","0","Thursday","August","3",0,0,"FALSE"
62.88,0,"0","0","0","Thursday","August","4",0,0,"FALSE"
62.88,0,"0","0","0","Thursday","August","4",0,0,"FALSE"
62,0.5,"0","0","0","Thursday","August","5",3,0,"FALSE"
62,3,"0","0","0","Thursday","August","5",5.5,0,"FALSE"
62,8.33333333333333,"0","0","0","Thursday","August","6",10.6666666666667,0,"FALSE"
62,12,"0","0","0","Thursday","August","6",10.5,0,"FALSE"
61.76,22.3333333333333,"0","0","0","Thursday","August","7",21.6666666666667,0,"FALSE"
61.76,30,"0","0","0","Thursday","August","7",20.5,0,"FALSE"
61.2,35.3333333333333,"0","0","0","Thursday","August","8",33,0,"FALSE"
61.2,28.5,"0","0","0","Thursday","August","8",28,0,"FALSE"
61.73,22,"0","0","0","Thursday","August","9",29,0,"FALSE"
61.73,20,"0","0","0","Thursday","August","9",23.5,0,"FALSE"
61.76,32.3333333333333,"0","0","0","Thursday","August","10",31.3333333333333,0,"FALSE"
61.76,34,"0","0","0","Thursday","August","10",38.5,0,"FALSE"
62.2,31.3333333333333,"0","0","0","Thursday","August","11",37.3333333333333,0,"FALSE"
62.2,32.5,"0","0","0","Thursday","August","11",34.5,0,"FALSE"
62.18,29.6666666666667,"0","0","0","Thursday","August","12",39,0,"FALSE"
62.18,32,"0","0","0","Thursday","August","12",31,0,"FALSE"
62.93,33,"0","0","0","Thursday","August","13",33,0,"FALSE"
62.93,35.5,"0","0","0","Thursday","August","13",32,0,"FALSE"
64.14,35.3333333333333,"0","0","0","Thursday","August","14",28.3333333333333,0,"FALSE"
64.14,30,"0","0","0","Thursday","August","14",30,0,"FALSE"
64.93,40.3333333333333,"0","0","0","Thursday","August","15",33,0,"FALSE"
64.93,52.5,"0","0","0","Thursday","August","15",42.5,0,"FALSE"
64.18,41,"0","0","0","Thursday","August","16",40.6666666666667,0,"FALSE"
64.18,51.5,"0","0","0","Thursday","August","16",55,0,"FALSE"
63.73,56.3333333333333,"0","0","0","Thursday","August","17",65.6666666666667,0,"FALSE"
63.73,56,"0","0","0","Thursday","August","17",60.5,0,"FALSE"
63.2,51.6666666666667,"0","0","0","Thursday","August","18",58.3333333333333,0,"FALSE"
63.2,58,"0","0","0","Thursday","August","18",54,0,"FALSE"
63,46.6666666666667,"0","0","0","Thursday","August","19",52.6666666666667,0,"FALSE"
63,51,"0","0","0","Thursday","August","19",60.5,0,"FALSE"
62.73,41,"0","0","0","Thursday","August","20",44,0,"FALSE"
62.73,38,"0","0","0","Thursday","August","20",59,0,"FALSE"
62,39.6666666666667,"0","0","0","Thursday","August","21",53.6666666666667,0,"FALSE"
62,38,"0","0","0","Thursday","August","21",50,0,"FALSE"
62,34.6666666666667,"0","0","0","Thursday","August","22",43,0,"FALSE"
62,26,"0","0","0","Thursday","August","22",46,0,"FALSE"
61,28.6666666666667,"0","0","0","Thursday","August","23",29.6666666666667,0,"FALSE"
61,25,"0","0","0","Thursday","August","23",29.5,0,"FALSE"
61.24,20,"0","0","0","Friday","August","0",15,0,"FALSE"
61.24,11,"0","0","0","Friday","August","0",7,0,"FALSE"
61.12,0,"0","0","0","Friday","August","1",6,0,"FALSE"
61.12,0,"0","0","0","Friday","August","1",0,0,"FALSE"
61.12,0,"0","0","0","Friday","August","2",0,0,"FALSE"
61.12,0,"0","0","0","Friday","August","2",0,0,"FALSE"
61.12,0,"0","0","0","Friday","August","3",0,0,"FALSE"
61.12,0,"0","0","0","Friday","August","3",0,0,"FALSE"
61.12,0,"0","0","0","Friday","August","4",0,0,"FALSE"
61.12,0,"0","0","0","Friday","August","4",0,0,"FALSE"
61,1.5,"0","0","0","Friday","August","5",0.5,0,"FALSE"
61,2,"0","0","0","Friday","August","5",3,0,"FALSE"
61.73,10.6666666666667,"0","0","0","Friday","August","6",8.33333333333333,0,"FALSE"
61.73,13.5,"0","0","0","Friday","August","6",12,0,"FALSE"
61.49,22.3333333333333,"0","0","0","Friday","August","7",22.3333333333333,0,"FALSE"
61.49,22,"0","0","0","Friday","August","7",30,0,"FALSE"
61.96,34.3333333333333,"0","0","0","Friday","August","8",35.3333333333333,0,"FALSE"
61.96,36,"0","0","0","Friday","August","8",28.5,0,"FALSE"
61.51,28,"0","0","0","Friday","August","9",22,0,"FALSE"
61.51,35.5,"0","0","0","Friday","August","9",20,0,"FALSE"
61.96,38.6666666666667,"0","0","0","Friday","August","10",32.3333333333333,0,"FALSE"
61.96,52.5,"0","0","0","Friday","August","10",34,0,"FALSE"
62.23,38.6666666666667,"0","0","0","Friday","August","11",31.3333333333333,0,"FALSE"
62.23,31.5,"0","0","0","Friday","August","11",32.5,0,"FALSE"
62.44,35.3333333333333,"0","0","0","Friday","August","12",29.6666666666667,0,"FALSE"
62.44,41,"0","0","0","Friday","August","12",32,0,"FALSE"
62.44,44.6666666666667,"0","0","0","Friday","August","13",33,0,"FALSE"
62.44,37,"0","0","0","Friday","August","13",35.5,0,"FALSE"
63.68,43.3333333333333,"0","0","0","Friday","August","14",35.3333333333333,0,"FALSE"
63.68,42.5,"0","0","0","Friday","August","14",30,0,"FALSE"
63.76,44.6666666666667,"0","0","0","Friday","August","15",40.3333333333333,0,"FALSE"
63.76,44.5,"0","0","0","Friday","August","15",52.5,0,"FALSE"
63.47,45.3333333333333,"0","0","0","Friday","August","16",41,0,"FALSE"
63.47,45.5,"0","0","0","Friday","August","16",51.5,0,"FALSE"
62.72,52.3333333333333,"0","0","0","Friday","August","17",56.3333333333333,40.6666666666667,"FALSE"
62.72,63.5,"0","0","0","Friday","August","17",56,44.5,"FALSE"
62,45.6666666666667,"0","0","0","Friday","August","18",51.6666666666667,47.3333333333333,"FALSE"
62,54.5,"0","0","0","Friday","August","18",58,48.5,"FALSE"
62,44,"0","0","0","Friday","August","19",46.6666666666667,40.6666666666667,"FALSE"
62,33.5,"0","0","0","Friday","August","19",51,38.5,"FALSE"
61.76,42.6666666666667,"0","0","0","Friday","August","20",41,37.6666666666667,"FALSE"
61.76,42.5,"0","0","0","Friday","August","20",38,44,"FALSE"
62,38.6666666666667,"0","0","0","Friday","August","21",39.6666666666667,44.6666666666667,"FALSE"
62,34.5,"0","0","0","Friday","August","21",38,45,"FALSE"
62,33,"0","0","0","Friday","August","22",34.6666666666667,40,"FALSE"
62,21.5,"0","0","0","Friday","August","22",26,35,"FALSE"
62,10,"0","0","0","Friday","August","23",28.6666666666667,8.33333333333333,"FALSE"
62,0.5,"0","0","0","Friday","August","23",25,0,"FALSE"
62,0,"1","0","0","Saturday","August","0",20,0.333333333333333,"FALSE"
62,0,"1","0","0","Saturday","August","0",11,0,"FALSE"
62,0,"1","0","0","Saturday","August","1",0,0,"FALSE"
